Prolific_ID,ID,Condition,Joke,Critical,Meaning1,Meaning2,key_resp_sentence.rt,slider_relatedness_responseValue,slider_relatedness_responseTime,key_resp_IsItJoke.keys,key_resp_IsItJoke.rt,slider_IsItFunny_responseValue,slider_IsItFunny_responseTime,DistanceFromCenter,Correct
668a563a0991d87c8cc08069,26.0,Sense2,I did not destroy the calendar. All I did was rip a day off.,DAY OFF,LEAVE,RIP,6.2816,1.0,7.2633,left,2.146,3.0,1.8645,3.0,0
668a563a0991d87c8cc08069,18.0,Sense1,Why was the belt created? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,5.7517,5.0,4.706,right,7.9328,2.0,1.6739,1.0,1
668a563a0991d87c8cc08069,3.0,Joke,Two cellphones got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,4.5999,3.0,3.7748,left,1.4507,6.0,3.4235,1.0,1
668a563a0991d87c8cc08069,8.0,Joke,I told her I was going to make her mine. She has extracted two rubies so far,MINE,BELONG,QUARRY,9.0664,3.0,9.1892,left,2.2043,5.0,1.9462,1.0,1
668a563a0991d87c8cc08069,27.0,Sense2,I told her that she was drawing her eyebrows too high; she looked angry,LOOKED,APPEARED,EXPRESSION,9.1357,4.0,3.8713,left,4.7387,4.0,1.7118,0.0,0
668a563a0991d87c8cc08069,25.0,Sense2,She had a photographic negative but never developed it.,DEVELOPED,IMPROVE,FILM,5.1821,3.0,4.3077,left,2.1662,3.0,8.9912,1.0,0
668a563a0991d87c8cc08069,19.0,Sense1,The toddler would only eat pasta: he was going through a stage,STAGE,THEATER,PHASE,6.4663,5.0,4.1634,right,3.745,1.0,1.6819,1.0,1
668a563a0991d87c8cc08069,12.0,Sense1,"After seeing the salad dressing, the chef was satisfied",DRESSING,NAKED,CAESAR,3.6993,5.0,6.992,right,0.1301,2.0,3.3481,1.0,1
668a563a0991d87c8cc08069,23.0,Sense2,Why did the painting cost extra? Because it was framed,FRAMED,TRAPPED,WOODEN,3.5503,5.0,4.2297,left,1.3104,2.0,1.6625,1.0,0
668a563a0991d87c8cc08069,30.0,Sense2,"I saw the car didn't stop at the red light, and then it hit me.",IT HIT ME,REALISE,STRIKE,5.8519,5.0,3.9572,left,1.1835,2.0,1.9981,1.0,0
668a563a0991d87c8cc08069,14.0,Sense1,"I heard he was on a roll, turns out his last three books were bestsellers.",ROLL,BREAD,SUCCESS,6.7997,5.0,5.6892,left,0.9818,3.0,1.5311,1.0,0
668a563a0991d87c8cc08069,16.0,Sense1,"The restaurant at the resort had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,3.7,2.0,3.3291,right,1.55,1.0,1.9979,2.0,1
668a563a0991d87c8cc08069,9.0,Joke,"I don't like people who take drugs, for example: airport security.",TAKE,SNATCH,USE,4.0645,4.0,4.3979,left,1.4171,7.0,2.2208,0.0,1
668a563a0991d87c8cc08069,26.0,Sense1,I got fired from the chocolate factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,6.6411,1.0,5.5789,right,2.3823,1.0,1.8156,3.0,1
668a563a0991d87c8cc08069,19.0,Joke,The actor fell through the floorboards: he was going through a stage,STAGE,THEATER,PHASE,6.4078,4.0,6.7158,left,2.699,5.0,2.5658,0.0,1
668a563a0991d87c8cc08069,17.0,Joke,Secret agents don't sleep because they don't want to give away their covers,COVERS,DUVET,IDENTITY,9.6856,5.0,6.8664,left,2.6003,5.0,2.2156,1.0,1
668a563a0991d87c8cc08069,37.0,Sense2,It's hard for leopards to have plain fur as they're always spotted.,SPOTTED,SEEN,PATTERNED,5.1493,5.0,8.1324,left,1.6802,5.0,1.6496,1.0,0
668a563a0991d87c8cc08069,14.0,Joke,"I heard he was on a roll, turns out he fell asleep at the bakery.",ROLL,BREAD,SUCCESS,4.2808,3.0,6.8206,left,1.4325,7.0,1.933,1.0,1
668a563a0991d87c8cc08069,22.0,Sense1,The man didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,6.4164,2.0,7.5321,right,1.1172,1.0,1.6324,2.0,1
668a563a0991d87c8cc08069,25.0,Sense1,She had a bright mind but never developed it.,DEVELOPED,IMPROVE,FILM,3.9323,2.0,4.0667,right,2.5163,1.0,1.5163,2.0,1
668a563a0991d87c8cc08069,32.0,Sense2,"Some people believe the earth is flat, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,3.7006,6.0,4.3655,right,2.8503,1.0,1.732,2.0,1
668a563a0991d87c8cc08069,20.0,Joke,Mac users don't get enough sunlight because they don't have Windows,WINDOWS,COMPUTER,GLASS,3.9835,2.0,2.2496,left,4.1666,7.0,2.0817,2.0,1
668a563a0991d87c8cc08069,16.0,Joke,"The restaurant on the moon had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,2.7165,4.0,8.7171,left,1.4666,5.0,1.4987,0.0,1
668a563a0991d87c8cc08069,21.0,Sense1,The man on death row was worried. His days were numbered.,NUMBERED,LIMITED,SEQUENCE,4.215,2.0,5.7333,right,3.5501,1.0,2.1486,2.0,1
668a563a0991d87c8cc08069,33.0,Sense2,"I tried a bigger hammer to fix the painting to the wall, but I couldn't nail it.",NAIL IT,SUCCEED,RUST,4.3651,2.0,3.4325,left,2.9496,2.0,1.8806,2.0,0
668a563a0991d87c8cc08069,13.0,Joke,The bank couldn't keep any secrets because it had too many tellers,TELLERS,GOSSIP,CASHIER,6.7009,6.0,5.2337,left,1.6496,5.0,1.5667,2.0,1
668a563a0991d87c8cc08069,15.0,Joke,"I asked the librarian for books about paranoia. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,4.1825,2.0,2.7155,left,2.8828,6.0,1.6163,2.0,1
668a563a0991d87c8cc08069,31.0,Sense2,"I wanted to buy a car with a gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,5.4824,5.0,3.3498,left,1.4841,5.0,1.6657,1.0,0
668a563a0991d87c8cc08069,40.0,Sense2,No need to plug in the toy: its battery is charged,BATTERY,ASSAULT,POWERED,7.8658,7.0,4.017,right,2.6992,1.0,1.7169,3.0,1
668a563a0991d87c8cc08069,30.0,Sense1,"I had no idea who could have done this, and then it hit me.",IT HIT ME,REALISE,STRIKE,5.2004,3.0,3.7999,right,1.1162,1.0,1.5979,1.0,1
668a563a0991d87c8cc08069,11.0,Joke,Cannibals don't eat clowns because they taste funny,FUNNY,WEIRD,LAUGHTER,3.5503,6.0,2.7834,left,1.4831,6.0,1.5818,2.0,1
668a563a0991d87c8cc08069,39.0,Sense2,The man had broken his hip in the winter. He had a great fall.,FALL,AUTUMN,SLIP,7.9166,3.0,2.2247,left,1.9157,6.0,2.15,1.0,0
668a563a0991d87c8cc08069,35.0,Sense2,Communists love economic equality because there are no classes,CLASSES,SCHOOL,STATUS,8.5375,4.0,5.578,left,3.9215,5.0,2.3154,0.0,0
668a563a0991d87c8cc08069,29.0,Sense1,"I couldn't figure out how to solve the math problem, but then it clicked.",IT CLICKED,INSIGHT,SOUND,4.8505,2.0,2.2042,right,1.1488,1.0,1.5951,2.0,1
668a563a0991d87c8cc08069,18.0,Joke,Why was the belt arrested? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,7.1829,6.0,2.4207,left,2.7252,6.0,2.0385,2.0,1
668a563a0991d87c8cc08069,12.0,Joke,"After seeing the salad dressing, the tomato turned red",DRESSING,NAKED,CAESAR,4.5498,3.0,3.0211,left,0.9984,6.0,2.1115,1.0,1
668a563a0991d87c8cc08069,23.0,Sense1,Why did your brother go to jail? Because he was framed,FRAMED,TRAPPED,WOODEN,4.0991,3.0,6.6006,right,0.953,1.0,1.3823,1.0,1
668a563a0991d87c8cc08069,24.0,Sense1,A mortuary can be thought of as a dead center,DEAD CENTER,COFFIN,MIDDLE,7.4334,5.0,2.9324,right,1.9672,1.0,1.9828,1.0,1
668a563a0991d87c8cc08069,34.0,Sense2,"I used to vote for the left, I'm all right now.",ALL RIGHT,OK,DIRECTION,4.8126,5.0,2.6651,left,1.3166,5.0,1.5006,1.0,0
668a563a0991d87c8cc08069,28.0,Sense1,"I used to be into chess, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,4.034,2.0,1.7997,right,2.7991,1.0,1.5832,2.0,1
668a563a0991d87c8cc08069,38.0,Sense2,"-Did you grind the nutmeg recently?
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,9.8712,6.0,5.0658,right,1.6396,1.0,1.6711,2.0,1
668a563a0991d87c8cc08069,27.0,Sense1,She wasn't expecting me because I came unannounced; she looked surprised.,LOOKED,APPEARED,EXPRESSION,7.1333,6.0,3.961,right,1.2988,1.0,1.65,2.0,1
668a563a0991d87c8cc08069,36.0,Sense2,How do you make the bride fast? Take away her food.,FAST,QUICK,HUNGRY,5.3531,6.0,2.8772,left,2.3286,6.0,1.8487,2.0,0
668a563a0991d87c8cc08069,23.0,Joke,Why did the painting go to jail? Because it was framed,FRAMED,TRAPPED,WOODEN,5.0141,4.0,2.1161,left,1.1674,5.0,1.9325,0.0,1
668a563a0991d87c8cc08069,39.0,Sense1,The University Student was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,3.9968,3.0,3.7822,left,2.4144,5.0,1.466,1.0,0
668a563a0991d87c8cc08069,36.0,Sense1,How do you make the car fast? Take away the brakes.,FAST,QUICK,HUNGRY,4.7373,2.0,1.7994,left,1.0813,4.0,1.3656,2.0,0
668a563a0991d87c8cc08069,24.0,Joke,The graveyard is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,3.4488,3.0,2.4153,left,1.1735,4.0,1.1998,1.0,1
668a563a0991d87c8cc08069,6.0,Sense2,The problem with some people is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,4.0146,6.0,2.583,right,2.021,1.0,1.5159,2.0,1
668a563a0991d87c8cc08069,22.0,Joke,The skeleton didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,4.1054,3.0,3.9821,left,0.8814,5.0,1.8161,1.0,1
668a563a0991d87c8cc08069,1.0,Sense2,"- Is this safe to eat? 
- Yes, I had it for breakfast",SAFE,BANK,HARMLESS,4.0981,6.0,4.0662,right,1.1776,3.0,2.5152,2.0,1
668a563a0991d87c8cc08069,8.0,Sense2,"The foreman told him to go to the mine. He said: ""that's what you pay me for""",MINE,BELONG,QUARRY,10.0203,6.0,4.7326,right,1.6141,1.0,1.9153,2.0,1
668a563a0991d87c8cc08069,30.0,Joke,"I wondered why the car was getting bigger, and then it hit me.",IT HIT ME,REALISE,STRIKE,4.4705,6.0,2.8316,left,1.4995,6.0,2.4655,2.0,1
668a563a0991d87c8cc08069,26.0,Joke,I got fired from the calendar factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,3.7488,4.0,5.0497,left,3.5494,6.0,1.5823,0.0,1
668a563a0991d87c8cc08069,2.0,Sense2,The key to a happy life is to stay positive,POSITIVE,STEROIDS,ATTITUDE,3.2154,7.0,2.8329,right,2.9819,1.0,1.6489,3.0,1
668a563a0991d87c8cc08069,9.0,Sense2,"I don't like people who take my stuff, for example: airport security.",TAKE,SNATCH,USE,6.0541,2.0,4.5332,left,1.6978,1.0,1.8491,2.0,0
668a563a0991d87c8cc08069,38.0,Sense1,"-There is only sea here 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,8.6312,2.0,3.7325,right,0.7466,1.0,1.5651,2.0,1
668a563a0991d87c8cc08069,35.0,Sense1,The teacher loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,3.6717,2.0,3.3826,right,1.4475,1.0,1.6492,2.0,1
668a563a0991d87c8cc08069,7.0,Sense2,The teacher was fired because she could not control her pupils,PUPILS,STUDENTS,EYES,2.9291,2.0,1.9492,right,1.3088,1.0,1.9987,2.0,1
668a563a0991d87c8cc08069,40.0,Sense1,Local man arrested: charged with battery,BATTERY,ASSAULT,POWERED,2.2704,2.0,2.3494,right,7.4195,1.0,1.5155,2.0,1
668a563a0991d87c8cc08069,25.0,Joke,She had a photographic memory but never developed it.,DEVELOPED,IMPROVE,FILM,3.7854,3.0,2.0656,left,1.3394,5.0,2.199,1.0,1
668a563a0991d87c8cc08069,21.0,Joke,The calendar was worried. Its days were numbered.,NUMBERED,LIMITED,SEQUENCE,3.8149,2.0,4.3998,left,0.9376,5.0,1.4326,2.0,1
668a563a0991d87c8cc08069,10.0,Sense2,"-Order in the court! 
-I apologise, I will be silent, your Honour. ",ORDER,ASK,JUDGE,7.2154,6.0,2.5657,right,5.6331,2.0,1.8497,2.0,1
668a563a0991d87c8cc08069,34.0,Sense1,"I was sick for a long time, I'm all right now.",ALL RIGHT,OK,DIRECTION,4.7902,2.0,1.6995,right,0.9758,1.0,1.937,2.0,1
668a563a0991d87c8cc08069,29.0,Joke,"I couldn't figure out how to use the seatbelt, but then it clicked.",IT CLICKED,INSIGHT,SOUND,3.1855,4.0,3.194,left,1.1159,6.0,1.4323,0.0,1
668a563a0991d87c8cc08069,37.0,Sense1,It's hard for people with neon clothes to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,4.7108,2.0,3.8326,right,1.4494,1.0,1.7497,2.0,1
668a563a0991d87c8cc08069,4.0,Sense2,"The oven was ready for the pizza, it was wood fired",FIRED,BURN,UNEMPLOYED,4.2662,2.0,4.2611,left,0.8999,5.0,1.8609,2.0,0
668a563a0991d87c8cc08069,31.0,Sense1,"I wanted to learn how to operate the new machine, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,3.8822,2.0,2.3763,right,1.4628,1.0,1.4995,2.0,1
668a563a0991d87c8cc08069,27.0,Joke,I told her that she was drawing her eyebrows too high; she looked surprised,LOOKED,APPEARED,EXPRESSION,5.2732,6.0,4.2664,left,2.3497,4.0,0.8655,2.0,1
668a563a0991d87c8cc08069,28.0,Joke,"I used to be a banker, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,2.6645,2.0,2.8164,left,1.1701,6.0,2.6327,2.0,1
668a563a0991d87c8cc08069,3.0,Sense2,Two cellphones were tested. The reception was fantastic,RECEPTION,SIGNAL,PARTY,6.0553,2.0,2.5328,right,2.1982,1.0,1.4492,2.0,1
668a563a0991d87c8cc08069,33.0,Sense1,I tried to sing a very difficult song but I couldn't nail it.,NAIL IT,SUCCEED,RUST,3.1733,2.0,1.8496,right,1.954,1.0,1.4493,2.0,1
668a563a0991d87c8cc08069,5.0,Sense2,Two soldiers in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,3.4826,2.0,2.0993,right,1.5145,1.0,1.4497,2.0,1
668a563a0991d87c8cc08069,32.0,Sense1,"I thought I'd have cashews and almonds in my balanced meal, but that's just nuts",NUTS!,SQUIRREL,CRAZY,4.6203,6.0,3.1829,left,6.536,5.0,1.3657,2.0,0
668a563a0991d87c8cc08069,31.0,Joke,"I wanted to learn to use the gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,11.722,2.0,5.1159,right,0.7137,1.0,1.3827,2.0,0
668a563a0991d87c8cc08069,9.0,Sense1,"I don't like people who take drugs, for example: cocaine addicts",TAKE,SNATCH,USE,6.6221,6.0,2.5989,right,1.3986,1.0,1.3493,2.0,1
668a563a0991d87c8cc08069,12.0,Sense2,"After seeing the woman dressing, the man turned red",DRESSING,NAKED,CAESAR,3.6985,2.0,1.399,right,1.2539,1.0,1.3384,2.0,1
668a563a0991d87c8cc08069,2.0,Sense1,Sometimes in sports anti-doping tests are positive,POSITIVE,STEROIDS,ATTITUDE,7.0539,2.0,4.0321,right,0.933,1.0,1.5282,2.0,1
668a563a0991d87c8cc08069,36.0,Joke,How do you make the turtle fast? Take away its food.,FAST,QUICK,HUNGRY,3.731,2.0,1.9369,left,1.6386,4.0,1.2313,2.0,1
668a563a0991d87c8cc08069,14.0,Sense2,"I heard he wanted a roll for lunch, I went to the bakery",ROLL,BREAD,SUCCESS,5.8996,2.0,1.9156,right,2.5656,1.0,1.7504,2.0,1
668a563a0991d87c8cc08069,18.0,Sense2,Why was the convict arrested? For holding up a bank,HOLDING UP,FASTEN,ROB,5.7883,6.0,3.6224,right,2.7906,1.0,1.2482,2.0,1
668a563a0991d87c8cc08069,10.0,Sense1,"-Order in the cafeteria 
-Ham and cheese on rye, please. ",ORDER,ASK,JUDGE,9.6585,2.0,2.6273,right,1.3328,1.0,1.6115,2.0,1
668a563a0991d87c8cc08069,15.0,Sense2,"I asked the librarian for books about cooking. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,3.9316,7.0,4.5285,right,1.6218,1.0,1.2994,3.0,1
668a563a0991d87c8cc08069,17.0,Sense2,Secret agents don't date because they don't want to give away their covers,COVERS,DUVET,IDENTITY,4.6813,6.0,2.199,right,1.7368,1.0,1.2826,2.0,1
668a563a0991d87c8cc08069,34.0,Joke,"I lost my left hand in an accident, I'm all right now.",ALL RIGHT,OK,DIRECTION,3.916,2.0,6.783,left,1.9353,5.0,1.2994,2.0,1
668a563a0991d87c8cc08069,33.0,Joke,I tried to be a carpenter but I couldn't nail it.,NAIL IT,SUCCEED,RUST,3.5158,2.0,1.9828,right,2.5746,1.0,1.8324,2.0,0
668a563a0991d87c8cc08069,1.0,Sense1,"- Is this safe locked? 
- No, I left it open on purpose",SAFE,BANK,HARMLESS,6.0894,2.0,3.4496,right,1.4083,1.0,1.382,2.0,1
668a563a0991d87c8cc08069,39.0,Joke,Humpty Dumpty was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,4.7355,3.0,4.2162,left,1.4122,5.0,1.1995,1.0,1
668a563a0991d87c8cc08069,40.0,Joke,Energizer bunny arrested: charged with battery,BATTERY,ASSAULT,POWERED,3.3681,4.0,1.6829,left,0.9847,7.0,1.6829,0.0,1
668a563a0991d87c8cc08069,19.0,Sense2,The actor ran from left to right: he was going across the stage,STAGE,THEATER,PHASE,6.0044,2.0,3.5154,right,1.024,1.0,1.3498,2.0,1
668a563a0991d87c8cc08069,5.0,Sense1,Two fish in a tank. One says: When do you think we'll get fed?,TANK,WAR,WATER,5.3303,6.0,2.0879,right,1.6498,1.0,1.4493,2.0,1
668a563a0991d87c8cc08069,32.0,Joke,"I thought about going on an all-almond diet, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,3.5493,6.0,3.804,left,3.9998,4.0,1.4153,2.0,1
668a563a0991d87c8cc08069,11.0,Sense2,The circus hires clowns because they are funny,FUNNY,WEIRD,LAUGHTER,3.8993,6.0,3.0445,right,3.0247,1.0,1.6821,2.0,1
668a563a0991d87c8cc08069,3.0,Sense1,Two friends got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,2.4235,7.0,2.4614,right,2.2938,1.0,1.8322,3.0,1
668a563a0991d87c8cc08069,38.0,Joke,"-This coffee tastes like mud 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,5.3332,6.0,3.1207,right,6.3831,1.0,1.8099,2.0,0
668a563a0991d87c8cc08069,35.0,Joke,The communist loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,6.5169,2.0,2.8852,right,2.0662,1.0,1.498,2.0,0
668a563a0991d87c8cc08069,16.0,Sense2,You can't breathe on the moon because there's no atmosphere,ATMOSPHERE,LIVELY,OXYGEN,9.2159,7.0,4.8323,right,1.783,1.0,1.4149,3.0,1
668a563a0991d87c8cc08069,4.0,Sense1,"The lawyer was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,4.0323,7.0,3.1502,right,2.8503,1.0,2.5713,3.0,1
668a563a0991d87c8cc08069,7.0,Sense1,The woman was cross-eyed because she could not control her pupils,PUPILS,STUDENTS,EYES,6.3663,5.0,2.113,left,1.5333,6.0,2.6538,1.0,0
668a563a0991d87c8cc08069,13.0,Sense2,The bank had to fire a few employees because it had too many tellers,TELLERS,GOSSIP,CASHIER,6.2325,4.0,1.9692,left,2.2328,3.0,1.9441,0.0,0
668a563a0991d87c8cc08069,37.0,Joke,It's hard for leopards to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,3.5973,5.0,2.6117,left,1.3042,6.0,2.4708,1.0,1
668a563a0991d87c8cc08069,20.0,Sense2,Mac users get fewer viruses because they don't have Windows,WINDOWS,COMPUTER,GLASS,6.9487,5.0,2.8323,left,1.3001,6.0,2.2657,1.0,0
668a563a0991d87c8cc08069,8.0,Sense1,I told her I was going to make her mine. She loved the idea of marrying me,MINE,BELONG,QUARRY,4.7498,2.0,2.1869,right,1.3754,1.0,1.9374,2.0,1
668a563a0991d87c8cc08069,6.0,Sense1,The problem with thieves is that they always take other people's things,TAKE,STOLEN,PERSPECTIVE,17.5038,2.0,1.6652,right,1.2879,1.0,1.3824,2.0,1
67c1ca05922b398e5b520dbf,2.0,Joke,The key to excel in sports is to stay positive,POSITIVE,STEROIDS,ATTITUDE,131.7915,7.0,59.8394,right,12.5684,1.0,19.3149,3.0,0
67c1ca05922b398e5b520dbf,1.0,Joke,"- Is this safe to eat?
- No, it's for storing valuable objects",SAFE,BANK,HARMLESS,19.3841,7.0,12.9181,left,15.613,6.0,7.898,3.0,1
67c1ca05922b398e5b520dbf,15.0,Sense1,"I asked the chief about the spies. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,7.6124,4.0,8.0001,right,5.2543,4.0,1.0072,0.0,1
67c1ca05922b398e5b520dbf,10.0,Joke,"-Order in the court!
-Ham and cheese on rye, your Honour.",ORDER,ASK,JUDGE,13.5182,6.0,21.9839,left,3.9272,6.0,4.7134,2.0,1
67c1ca05922b398e5b520dbf,22.0,Sense2,Jellyfish can't digest food internally. They don't have guts,GUTS,COURAGE,ORGANS,4.1675,7.0,54.1709,right,5.3359,1.0,4.1951,3.0,1
67c1ca05922b398e5b520dbf,20.0,Sense1,Prisoners don't get enough light because they don't have windows,WINDOWS,COMPUTER,GLASS,5.0663,5.0,12.7506,right,5.415,2.0,6.7131,1.0,1
67c1ca05922b398e5b520dbf,24.0,Sense2,The square is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,98.4157,5.0,8.0654,right,4.2059,2.0,3.4949,1.0,1
67c1ca05922b398e5b520dbf,7.0,Joke,The teacher's eyes were crossed because she could not control her pupils,PUPILS,STUDENTS,EYES,10.3261,7.0,11.3153,left,4.3947,7.0,5.697,3.0,1
67c1ca05922b398e5b520dbf,4.0,Joke,"Joan d'Arc was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,9.5323,4.0,10.8327,right,2.6506,4.0,1.9284,0.0,0
67c1ca05922b398e5b520dbf,21.0,Sense2,The calendar was useful. Its pages were numbered.,NUMBERED,LIMITED,SEQUENCE,5.4195,4.0,8.0157,left,1.5645,5.0,4.814,0.0,0
67c1ca05922b398e5b520dbf,6.0,Joke,The problem with kleptomaniacs is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,39.7027,1.0,30.9685,right,4.6317,2.0,2.4443,3.0,0
67c1ca05922b398e5b520dbf,28.0,Sense2,"I used to make money off my savings, but I lost the interest",INTEREST,ENTHUSIASM,EARNINGS,16.2686,7.0,8.6825,left,1.5808,7.0,2.8294,3.0,0
67c1ca05922b398e5b520dbf,13.0,Sense1,The receptionist considered himself a teller of hard truths,TELLERS,GOSSIP,CASHIER,9.5672,2.0,5.3321,left,1.8476,6.0,3.2806,2.0,0
67c1ca05922b398e5b520dbf,5.0,Joke,Two fish in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,8.1669,2.0,3.9344,left,2.1126,6.0,3.0802,2.0,1
67c1ca05922b398e5b520dbf,11.0,Sense1,Cannibals don't eat rotten eggs because they taste funny,FUNNY,WEIRD,LAUGHTER,5.5162,1.0,3.5485,right,4.5521,2.0,6.1291,3.0,1
67c1ca05922b398e5b520dbf,17.0,Sense1,Sleepy people don't want to give up their bed covers,COVERS,DUVET,IDENTITY,3.8854,6.0,4.7317,left,2.7472,5.0,2.4637,2.0,0
67c1ca05922b398e5b520dbf,29.0,Sense2,"I thought pressing the camera button was doing nothing, but then it clicked.",IT CLICKED,INSIGHT,SOUND,5.135,6.0,7.0819,left,5.0127,6.0,5.3633,2.0,0
67c1ca05922b398e5b520dbf,26.0,Sense2,I did not destroy the calendar. All I did was rip a day off.,DAY OFF,LEAVE,RIP,56.6588,2.0,23.0509,left,2.4492,6.0,7.1474,2.0,0
67c1ca05922b398e5b520dbf,18.0,Sense1,Why was the belt created? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,10.1351,2.0,3.6981,right,4.0813,3.0,2.995,2.0,1
67c1ca05922b398e5b520dbf,3.0,Joke,Two cellphones got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,35.8737,4.0,16.6162,left,1.6165,5.0,5.331,0.0,1
67c1ca05922b398e5b520dbf,8.0,Joke,I told her I was going to make her mine. She has extracted two rubies so far,MINE,BELONG,QUARRY,20.2187,2.0,3.0481,right,1.9338,2.0,2.2114,2.0,0
67c1ca05922b398e5b520dbf,27.0,Sense2,I told her that she was drawing her eyebrows too high; she looked angry,LOOKED,APPEARED,EXPRESSION,21.7863,5.0,70.1079,left,1.3346,3.0,8.4139,1.0,0
67c1ca05922b398e5b520dbf,25.0,Sense2,She had a photographic negative but never developed it.,DEVELOPED,IMPROVE,FILM,22.737,2.0,2.4312,left,2.2989,3.0,2.0138,2.0,0
67c1ca05922b398e5b520dbf,19.0,Sense1,The toddler would only eat pasta: he was going through a stage,STAGE,THEATER,PHASE,3.836,5.0,4.4484,right,4.3748,3.0,2.5261,1.0,1
67c1ca05922b398e5b520dbf,12.0,Sense1,"After seeing the salad dressing, the chef was satisfied",DRESSING,NAKED,CAESAR,6.2165,2.0,3.8983,right,1.9001,2.0,1.4285,2.0,1
67c1ca05922b398e5b520dbf,23.0,Sense2,Why did the painting cost extra? Because it was framed,FRAMED,TRAPPED,WOODEN,17.3208,4.0,6.6656,right,3.4963,2.0,1.4624,0.0,1
67c1ca05922b398e5b520dbf,30.0,Sense2,"I saw the car didn't stop at the red light, and then it hit me.",IT HIT ME,REALISE,STRIKE,9.1377,4.0,20.1674,left,7.4808,3.0,1.2128,0.0,0
67c1ca05922b398e5b520dbf,14.0,Sense1,"I heard he was on a roll, turns out his last three books were bestsellers.",ROLL,BREAD,SUCCESS,8.9902,6.0,5.349,right,2.0122,2.0,1.9279,2.0,1
67c1ca05922b398e5b520dbf,16.0,Sense1,"The restaurant at the resort had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,24.4599,5.0,9.5674,right,2.295,3.0,1.6454,1.0,1
67c1ca05922b398e5b520dbf,9.0,Joke,"I don't like people who take drugs, for example: airport security.",TAKE,SNATCH,USE,89.4472,2.0,10.1315,left,6.2022,6.0,5.3131,2.0,1
67c1ca05922b398e5b520dbf,26.0,Sense1,I got fired from the chocolate factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,62.5978,2.0,11.1322,right,3.8319,3.0,2.2281,2.0,1
67c1ca05922b398e5b520dbf,19.0,Joke,The actor fell through the floorboards: he was going through a stage,STAGE,THEATER,PHASE,186.061,5.0,46.8889,left,2.1285,6.0,2.7303,1.0,1
67c1ca05922b398e5b520dbf,17.0,Joke,Secret agents don't sleep because they don't want to give away their covers,COVERS,DUVET,IDENTITY,16.6191,5.0,2.648,left,0.8143,3.0,1.5131,1.0,1
67c1ca05922b398e5b520dbf,37.0,Sense2,It's hard for leopards to have plain fur as they're always spotted.,SPOTTED,SEEN,PATTERNED,5.5848,3.0,6.2156,right,1.949,3.0,1.3955,1.0,1
67c1ca05922b398e5b520dbf,14.0,Joke,"I heard he was on a roll, turns out he fell asleep at the bakery.",ROLL,BREAD,SUCCESS,6.6555,4.0,0.2985,right,3.9996,3.0,2.7945,0.0,0
67c1ca05922b398e5b520dbf,22.0,Sense1,The man didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,4.0864,2.0,2.2985,right,2.8096,3.0,1.2748,2.0,1
